10 , 20325 , 2 , 30083 , 50410 , compute-652-1
10 , 19957 , 3 , 32630 , 52590 , compute-652-1
10 , 20172 , 2 , 37163 , 57337 , compute-652-1
10 , 18997 , 2 , 35351 , 54350 , compute-652-1
10 , 18821 , 3 , 35760 , 54585 , compute-652-1
11 , 19171 , 2 , 32273 , 51446 , compute-652-1
11 , 19479 , 2 , 35956 , 55437 , compute-652-1
11 , 20352 , 3 , 34653 , 55008 , compute-652-1
11 , 19126 , 3 , 31775 , 50904 , compute-652-1
11 , 18167 , 2 , 36823 , 54992 , compute-652-1
12 , 19952 , 2 , 33039 , 52993 , compute-652-1
12 , 19773 , 2 , 36915 , 56690 , compute-652-1
12 , 20348 , 2 , 33365 , 53715 , compute-652-1
12 , 19144 , 2 , 31768 , 50914 , compute-652-1
12 , 18926 , 2 , 33682 , 52610 , compute-652-1
13 , 19312 , 2 , 39675 , 58989 , compute-652-1
13 , 19604 , 3 , 38220 , 57827 , compute-652-1
13 , 19413 , 2 , 39463 , 58878 , compute-652-1
13 , 18386 , 2 , 36376 , 54764 , compute-652-1
13 , 18129 , 3 , 36721 , 54853 , compute-652-1
14 , 19964 , 2 , 36292 , 56259 , compute-652-1
14 , 20080 , 2 , 38576 , 58659 , compute-652-1
14 , 19832 , 2 , 38509 , 58343 , compute-652-1
14 , 18900 , 2 , 35150 , 54052 , compute-652-1
14 , 19067 , 3 , 40273 , 59343 , compute-652-1
15 , 19909 , 3 , 40952 , 60864 , compute-652-1
15 , 19681 , 2 , 41671 , 61355 , compute-652-1
15 , 18724 , 2 , 38153 , 56879 , compute-652-1
15 , 19335 , 2 , 39462 , 58799 , compute-652-1
15 , 19536 , 3 , 40328 , 59867 , compute-652-1
16 , 20473 , 2 , 41798 , 62273 , compute-652-1
16 , 18671 , 2 , 33621 , 52294 , compute-652-1
16 , 20405 , 2 , 38669 , 59076 , compute-652-1
16 , 20309 , 2 , 39542 , 59853 , compute-652-1
16 , 19166 , 3 , 37035 , 56204 , compute-652-1
17 , 18748 , 2 , 38219 , 56970 , compute-652-1
17 , 19762 , 2 , 39284 , 59048 , compute-652-1
17 , 20738 , 3 , 36889 , 57631 , compute-652-1
17 , 19963 , 3 , 43081 , 63047 , compute-652-1
17 , 18903 , 2 , 40293 , 59198 , compute-652-1
18 , 19923 , 3 , 38556 , 58482 , compute-652-1
18 , 20331 , 2 , 41590 , 61923 , compute-652-1
18 , 20235 , 2 , 42543 , 62780 , compute-652-1
18 , 19157 , 2 , 38994 , 58154 , compute-652-1
18 , 20010 , 2 , 40015 , 60027 , compute-652-1
19 , 19791 , 3 , 43597 , 63391 , compute-652-1
19 , 19901 , 2 , 44559 , 64462 , compute-652-1
19 , 18930 , 3 , 41940 , 60873 , compute-652-1
19 , 19758 , 2 , 39421 , 59181 , compute-652-1
19 , 19831 , 3 , 44500 , 64334 , compute-652-1
20 , 20051 , 2 , 42224 , 62277 , compute-652-1
20 , 19205 , 2 , 41148 , 60355 , compute-652-1
20 , 20152 , 2 , 42040 , 62194 , compute-652-1
20 , 19258 , 2 , 42416 , 61676 , compute-652-1
20 , 19257 , 2 , 39451 , 58710 , compute-652-1
21 , 20088 , 3 , 41592 , 61683 , compute-652-1
21 , 20352 , 3 , 40723 , 61078 , compute-652-1
21 , 19894 , 2 , 44003 , 63899 , compute-652-1
21 , 19494 , 3 , 38167 , 57664 , compute-652-1
21 , 19700 , 2 , 43332 , 63034 , compute-652-1
22 , 20311 , 2 , 41306 , 61619 , compute-652-1
22 , 19446 , 2 , 40119 , 59567 , compute-652-1
22 , 20020 , 3 , 38150 , 58173 , compute-652-1
22 , 20472 , 2 , 41635 , 62110 , compute-652-1
22 , 20367 , 3 , 41064 , 61435 , compute-652-1
23 , 19751 , 2 , 35708 , 55461 , compute-652-1
23 , 25536 , 2 , 47859 , 73398 , compute-652-1
23 , 24776 , 1 , 42558 , 67335 , compute-652-1
23 , 24214 , 3 , 42763 , 66980 , compute-652-1
23 , 23764 , 2 , 40591 , 64357 , compute-652-1
24 , 23373 , 2 , 40628 , 64003 , compute-652-1
24 , 24651 , 2 , 45939 , 70592 , compute-652-1
24 , 26381 , 2 , 44579 , 70962 , compute-652-1
24 , 25086 , 2 , 42269 , 67357 , compute-652-1
24 , 24744 , 2 , 40363 , 65109 , compute-652-1
0 , 4928 , 1 , 14574 , 19503 , 2048 x 2048 , compute-662-1
0 , 5012 , 1 , 14645 , 19658 , 2048 x 2048 , compute-662-1
0 , 4869 , 2 , 14041 , 18912 , 2048 x 2048 , compute-662-1
0 , 4581 , 0 , 13993 , 18574 , 2048 x 2048 , compute-662-1
0 , 4931 , 2 , 13861 , 18794 , 2048 x 2048 , compute-662-1
2 , 3206 , 6 , 7232 , 10444 , 2048 x 2048 , reduce
2 , 3273 , 8 , 8132 , 11413 , 2048 x 2048 , reduce
2 , 3557 , 7 , 9548 , 13112 , 2048 x 2048 , reduce
2 , 3198 , 7 , 7683 , 10888 , 2048 x 2048 , reduce
2 , 3218 , 6 , 8125 , 11349 , 2048 x 2048 , reduce
4 , 2019 , 5 , 4394 , 6418 , 2048 x 2048 , reduce
4 , 2046 , 5 , 4244 , 6295 , 2048 x 2048 , reduce
4 , 2049 , 6 , 4284 , 6339 , 2048 x 2048 , reduce
4 , 2054 , 6 , 4147 , 6207 , 2048 x 2048 , reduce
4 , 2060 , 5 , 4136 , 6201 , 2048 x 2048 , reduce
6 , 1675 , 4 , 3297 , 4976 , 2048 x 2048 , reduce
6 , 1647 , 5 , 3311 , 4963 , 2048 x 2048 , reduce
6 , 1660 , 5 , 3755 , 5420 , 2048 x 2048 , reduce
6 , 1657 , 5 , 3500 , 5162 , 2048 x 2048 , reduce
6 , 1690 , 5 , 3277 , 4972 , 2048 x 2048 , reduce
8 , 1876 , 7 , 3698 , 5581 , 2048 x 2048 , reduce
8 , 2465 , 7 , 4707 , 7179 , 2048 x 2048 , reduce
8 , 1873 , 7 , 4236 , 6116 , 2048 x 2048 , reduce
8 , 1916 , 6 , 3901 , 5823 , 2048 x 2048 , reduce
8 , 1882 , 6 , 4020 , 5909 , 2048 x 2048 , reduce
10 , 1846 , 7 , 3626 , 5479 , 2048 x 2048 , reduce
10 , 1841 , 6 , 3150 , 4997 , 2048 x 2048 , reduce
10 , 1865 , 7 , 3552 , 5424 , 2048 x 2048 , reduce
10 , 1865 , 6 , 3884 , 5755 , 2048 x 2048 , reduce
10 , 1851 , 7 , 3634 , 5492 , 2048 x 2048 , reduce
12 , 1891 , 6 , 3271 , 5168 , 2048 x 2048 , reduce
12 , 1941 , 7 , 3687 , 5635 , 2048 x 2048 , reduce
12 , 1872 , 7 , 3510 , 5389 , 2048 x 2048 , reduce
12 , 1831 , 7 , 2950 , 4789 , 2048 x 2048 , reduce
12 , 1943 , 7 , 3295 , 5245 , 2048 x 2048 , reduce
0 , 19907 , 2 , 57909 , 77818 , 4096 x 4096 , compute-662-1
0 , 19898 , 2 , 57689 , 77589 , 4096 x 4096 , compute-662-1
0 , 20095 , 2 , 58915 , 79012 , 4096 x 4096 , compute-662-1
0 , 29884 , 2 , 77223 , 107109 , 4096 x 4096 , compute-662-1
0 , 19963 , 2 , 57673 , 77638 , 4096 x 4096 , compute-662-1
2 , 12304 , 8 , 31214 , 43526 , 4096 x 4096 , reduce
2 , 12380 , 9 , 31103 , 43492 , 4096 x 4096 , reduce
2 , 12367 , 8 , 31099 , 43474 , 4096 x 4096 , reduce
2 , 12422 , 8 , 31210 , 43640 , 4096 x 4096 , reduce
2 , 12426 , 7 , 31621 , 44054 , 4096 x 4096 , reduce
4 , 8032 , 9 , 18250 , 26291 , 4096 x 4096 , reduce
4 , 8145 , 10 , 19746 , 27901 , 4096 x 4096 , reduce
4 , 8382 , 10 , 19133 , 27525 , 4096 x 4096 , reduce
4 , 8300 , 8 , 19391 , 27699 , 4096 x 4096 , reduce
4 , 8408 , 10 , 19260 , 27678 , 4096 x 4096 , reduce
6 , 6682 , 9 , 15201 , 21893 , 4096 x 4096 , reduce
6 , 6795 , 13 , 14664 , 21472 , 4096 x 4096 , reduce
6 , 6804 , 10 , 14548 , 21362 , 4096 x 4096 , reduce
6 , 6796 , 11 , 14488 , 21295 , 4096 x 4096 , reduce
6 , 6859 , 13 , 15269 , 22141 , 4096 x 4096 , reduce
8 , 7966 , 11 , 16801 , 24778 , 4096 x 4096 , reduce
8 , 7876 , 13 , 16437 , 24327 , 4096 x 4096 , reduce
8 , 8578 , 11 , 18942 , 27531 , 4096 x 4096 , reduce
8 , 7634 , 12 , 12377 , 20024 , 4096 x 4096 , reduce
8 , 7871 , 11 , 17603 , 25486 , 4096 x 4096 , reduce
10 , 7262 , 20 , 15871 , 23153 , 4096 x 4096 , reduce
10 , 7145 , 13 , 15566 , 22724 , 4096 x 4096 , reduce
10 , 7093 , 12 , 16377 , 23483 , 4096 x 4096 , reduce
10 , 7243 , 12 , 16240 , 23495 , 4096 x 4096 , reduce
10 , 7373 , 13 , 16675 , 24061 , 4096 x 4096 , reduce
12 , 6453 , 11 , 13948 , 20412 , 4096 x 4096 , reduce
12 , 6940 , 21 , 14407 , 21368 , 4096 x 4096 , reduce
12 , 6799 , 20 , 15327 , 22146 , 4096 x 4096 , reduce
12 , 6819 , 18 , 9172 , 16009 , 4096 x 4096 , reduce
12 , 6906 , 11 , 15305 , 22222 , 4096 x 4096 , reduce
0 , 84098 , 3 , 234490 , 318591 , 8192 x 8192 , compute-662-1
0 , 80343 , 3 , 236162 , 316508 , 8192 x 8192 , compute-662-1
0 , 88169 , 2 , 253364 , 341535 , 8192 x 8192 , compute-662-1
0 , 76757 , 2 , 224322 , 301081 , 8192 x 8192 , compute-662-1
0 , 82784 , 2 , 247420 , 330206 , 8192 x 8192 , compute-662-1
2 , 46390 , 9 , 115024 , 161423 , 8192 x 8192 , reduce
2 , 55005 , 10 , 139391 , 194406 , 8192 x 8192 , reduce
2 , 46755 , 9 , 125283 , 172047 , 8192 x 8192 , reduce
2 , 47280 , 9 , 116799 , 164088 , 8192 x 8192 , reduce
2 , 47342 , 10 , 117654 , 165006 , 8192 x 8192 , reduce
4 , 28890 , 14 , 66057 , 94961 , 8192 x 8192 , reduce
4 , 29484 , 10 , 67066 , 96560 , 8192 x 8192 , reduce
4 , 30160 , 14 , 69879 , 100053 , 8192 x 8192 , reduce
4 , 31304 , 8 , 73022 , 104334 , 8192 x 8192 , reduce
4 , 32396 , 7 , 73896 , 106299 , 8192 x 8192 , reduce
6 , 26396 , 9 , 57794 , 84199 , 8192 x 8192 , reduce
6 , 27527 , 13 , 62507 , 90047 , 8192 x 8192 , reduce
6 , 27391 , 11 , 65608 , 93010 , 8192 x 8192 , reduce
6 , 27750 , 13 , 64866 , 92629 , 8192 x 8192 , reduce
6 , 28707 , 16 , 63065 , 91788 , 8192 x 8192 , reduce
8 , 24857 , 12 , 48215 , 73085 , 8192 x 8192 , reduce
8 , 24938 , 11 , 54179 , 79128 , 8192 x 8192 , reduce
8 , 25198 , 11 , 57522 , 82731 , 8192 x 8192 , reduce
8 , 25563 , 10 , 61068 , 86641 , 8192 x 8192 , reduce
8 , 23530 , 10 , 43177 , 66717 , 8192 x 8192 , reduce
10 , 25553 , 9 , 62382 , 87945 , 8192 x 8192 , reduce
10 , 26345 , 9 , 61952 , 88306 , 8192 x 8192 , reduce
10 , 26640 , 12 , 60344 , 86996 , 8192 x 8192 , reduce
10 , 27325 , 9 , 63427 , 90761 , 8192 x 8192 , reduce
10 , 28049 , 9 , 62766 , 90824 , 8192 x 8192 , reduce
12 , 26550 , 11 , 57985 , 84546 , 8192 x 8192 , reduce
12 , 25896 , 13 , 57750 , 83659 , 8192 x 8192 , reduce
12 , 25632 , 21 , 46935 , 72589 , 8192 x 8192 , reduce
12 , 20507 , 10 , 39055 , 59572 , 8192 x 8192 , reduce
12 , 25694 , 11 , 56376 , 82081 , 8192 x 8192 , reduce
